1	00134f48-fdc1-48d9-b2fc-725d8967e14e	Situations	600x341 jpeg	Hva bør du være spesielt oppmerksom på når du kjører på en smal vei med tett vegetasjon som denne?
2	006c27b6-d9eb-439c-8e5d-6fca806b8d0f	Situations	900x689 jpeg	Du kjører bil A. Motorsykkel C er foran deg i samme kjørefelt. Hvordan bør du forholde deg til motor
3	01314fc9-f4f1-4253-b716-1049e678164f	Speed Limits	600x396 jpeg	Hvorfor må vi ha fartsgrenser?
4	013cf7d8-34fe-4f41-a37b-674345e4aedd	Right of Way	600x386 jpeg	Du kjører bak denne bussen på en vei hvor fartsgrensen er 50 km/t. Bussen signaliserer med venstre b
5	0177c77c-c4b2-4c5e-82c3-e31e6664122a	Situations	800x535 jpeg	Du kjører på en vei med grønt lys og ser fotgjengere på venstre side. Hva er viktigst for å få god o
6	0178fb2a-0efc-486c-8ee8-f6e0a9c5d381	Road Rules	800x454 jpeg	Du skal svinge til venstre i et ukontrollert kryss som dette. Hvordan plasserer du bilen før svingen
7	0237e1c9-60f7-43ca-ac49-ad8e6a986126	Traffic Signs	900x641 jpeg	Hva betyr det gule skiltet med oransje firkant som du ser på høyre side av veien?
8	0277302a-0666-445d-a366-e7d79d1820d0	Road Conditions	418x272 jpeg	Hva kjennetegner sjåfører av turistbusser som dette kjøretøyet?
9	02fe240e-fdd7-47ee-a26c-cc839bc01464	Road Rules	800x600 jpeg	Hva er forskjellen mellom en kjørefeltlinje og en sperrelinje, og hvilke konsekvenser har det for di
10	0328e254-d25c-4534-9295-5e6d42735a65	Right of Way	600x401 jpeg	Hvem har vikeplikt i rundkjøring?
11	046ee9c4-1fa1-4a70-9943-6cfe3eabddd7	Traffic Signs	600x294 jpeg	Hva betyr det runde skiltet med rød ring og traktor som er krysset ut?
12	04813a0c-89bb-41bb-bbfa-2c3fb82d1f07	Road Rules	198x130 jpeg	Hva må være oppfylt før du kan øvingskjøre privat med en ledsager?
13	04948eb8-2e3c-45af-b1b5-9f2ebcf71ff9	Road Conditions	600x400 jpeg	Du har en app på telefonen som varsler om fotobokser. Er det lovlig å bruke denne appen mens du kjør
14	04a067d2-0586-450c-bebd-5ff81ef7d068	Safety	434x288 jpeg	Hvorfor er det viktig å forstå sammenhengen mellom ballspill og bilkjøring?
15	04e8d495-83de-4541-b1d1-d7c016340d81	Road Conditions	600x457 jpeg	Hva indikerer varsellampe A (gult utropstegn i dekksymbol)?
16	04f0d4db-76cb-4f3b-a3d4-448e5bdb8cc2	Road Rules	799x600 jpeg	Du kjører på en smal fjellvei og må stoppe for å slippe møtende trafikk. Er det tillatt å stoppe ret
17	05c3d95c-5db8-4a86-9f64-68ee1680ddaa	Traffic Rules	600x400 jpeg	Når er det tillatt å kjøre forbi på høyre side?
18	064d0fbe-8e26-4601-9291-9f7a81b2e032	Right of Way	800x599 jpeg	Du ser dette skiltet på veien. Hva betyr skiltet og hvordan bør du tilpasse kjøringen?
19	06874550-b019-4c7b-b6ea-b5d1179c8bba	Road Rules	800x535 jpeg	En sjåfør stopper bilen sin ved fortauskanten for å vente på en passasjer som skal komme om 5 minutt
20	068813c4-d86c-4ce7-b510-2941e0d4d47f	Road Conditions	795x135 jpeg	Du har kun lovpålagt trafikkforsikring og kolliderer med en annen bil. Hva dekker forsikringen din I
21	06f7670f-8177-41a3-b215-1190c02ef22e	Driving Conditions	800x600 jpeg	Bildet viser en vei med fartsgrense 60 km/t. Hvordan påvirker jevn fart uten unødvendig akselerasjon
22	076b28e7-780e-453a-9578-c45a836ba91b	Traffic Signs	800x600 jpeg	Hvorfor brukes ulike former og farger på trafikkskilt, slik som det gule veiviserskiltet og det trek
23	07a9513d-894b-456d-a9f3-38e82c59045d	Driving Conditions	800x600 jpeg	Hvordan påvirker farten drivstofforbruket når du kjører på en vei som denne?
24	0808692d-e756-4cfe-b966-27d93c01387c	Right of Way	600x524 jpeg	Du ser dette skiltet og nærmer deg krysset. En bil kommer fra sideveien til høyre. Hvem har vikeplik
25	08408a8a-4d85-4173-a191-027bac300ff1	Traffic Signs	799x600 jpeg	Hva betyr det at trafikkskilt har ulik form og farge?
26	0846664c-4a58-45b1-8bfa-90dd6a5ffd7c	Road Rules	460x445 jpeg	En sjåfør blir stoppet av politiet og har 0,18 promille alkohol i blodet. Han visste ikke at han for
27	084cb40d-fdbe-4a17-b5aa-79ed7865cb0f	Traffic Rules	475x347 jpeg	Hvor nært et veikryss er det tillatt å parkere?
28	08566497-5bd8-4ec7-95be-51247dce5dfb	Safety	800x600 jpeg	En bilist irriterer deg ved å kjøre veldig sakte foran deg. Hvordan bør du håndtere situasjonen base
29	0876d1ac-291a-4096-8d29-aee5f244e75c	Road Rules	600x800 jpeg	I en sone med dette skiltet, hvem har vikeplikt?
30	08f98a9f-74d6-4887-82a5-e1223e802f07	Situations	900x667 jpeg	Du nærmer deg en person som leier to hester på veien i vintervær. Hva bør du gjøre?
31	098d0859-ca11-48ef-9814-71323ad3653e	Road Rules	198x130 jpeg	Hva innebærer bilføreransvaret når du kjører bil i Norge?
32	09afea30-3376-4066-a930-49402b54c3e7	Situations	800x600 jpeg	Du kjører i et boligområde som dette. Hva bør du være spesielt oppmerksom på?
33	0a2804ae-ddc9-4d7e-80c9-6b92fc155122	Driving Conditions	600x400 jpeg	En kommune ønsker å innføre piggdekkgebyr i sentrum. Hva kreves for å gjennomføre dette?
34	0a848a4f-a109-41f5-8f9b-da7ccaf03110	Speed Limits	800x600 jpeg	Du kjører inn i et område med dette skiltet på begge sider av veien. Hva er fartsgrensen, og hvor gj
35	0af7fc25-103c-4a09-8436-da8acf2393c0	Road Rules	557x251 jpeg	Du har nettopp fått førerkort for personbil. Hvor lenge gjelder føreretten din i utgangspunktet?
36	0afa72fb-0fde-4536-83e5-fc00c6ec1dc3	Right of Way	600x450 jpeg	Hvordan skal du kjøre inn i en rundkjøring?
37	0b24b59d-83b3-42e3-bc4d-b7466c3a076a	Traffic Rules	600x357 jpeg	Bilen merket C står parkert ved et veikryss med forbudsskilt. Hva er hovedregelen for parkering i næ
38	0c7d88d4-e53b-433f-9c39-bcc2cda5a05e	Driving Conditions	600x600 jpeg	Hva er riktig når du nærmer deg et fotgjengerfelt med dårlig sikt?
39	0c803f6a-41b8-4bc5-accd-4d729ece3c6b	Safety	600x379 jpeg	Hvilken kjørestil bidrar mest til å redusere utslippene som vises på bildet?
40	0ceecdc2-5c58-459b-a29b-4ce214cf3307	Traffic Signs	314x459 jpeg	Hva gjelder for parkering utenom de angitte tidene på dette skiltet?
41	0d002c8c-92f9-47e8-9ac3-6eb5e1da2ab9	Traffic Rules	600x600 jpeg	Når er det tillatt å kjøre forbi til høyre?
42	0d2e462d-9e7c-4e76-a6f9-0fdbd9435d60	Road Rules	600x400 jpeg	Du kjører bil og nærmer deg en syklist som sykler i samme retning foran deg, slik som på bildet. Hva
43	0dc8c9d0-0fc8-4a28-86e2-72c6559de2fc	Road Rules	600x400 jpeg	Du kjører lastebil mot betaling for et transportfirma. Hva må du alltid ha med deg under kjøringen i
44	0ee8c849-5aa2-4519-b250-54728c7e18a5	Traffic Signs	900x651 jpeg	Hva betyr det blå skiltet med trikk-symbolet som er synlig i bildet?
45	0f73b220-f4f1-42f6-8d64-9589bd8a0180	Traffic Signs	800x599 jpeg	Hva betyr det røde X-skiltet over et kjørefelt på en vei med kjørefeltsignaler?
46	0f78d35f-7a39-4b1c-8f5a-73fb29b4653a	Road Conditions	600x480 jpeg	Du kjører i 80-sone på våt vei. Hva er riktig tilpasning?
47	0f925c43-4cd6-4cbc-9041-937ed8980f4b	Driving Conditions	388x900 jpeg	Du ligger bak denne bilen som kjører svært sakte i tåke. Hvordan bør du vurdere denne situasjonen?
48	0f985f95-e67c-4027-8b7f-96400c24fc30	Road Rules	800x599 jpeg	Du kjører på en smal vei og ser en fotgjenger som går langs veikanten foran deg. Hva bør du gjøre?
49	0fa6a622-b6e9-46bc-87db-2b5e53a723db	Road Rules	800x600 jpeg	Du kjører på en firefeltsvei som vist på bildet. Hvilket felt bør du normalt holde deg i når du ikke
50	0fd64d09-f566-4794-8ec8-2ca0e877fa72	Safety	800x600 jpeg	Hva er sammenhengen mellom risikoterskel og trafikkulykker?
51	0ff629ca-9b40-4b4e-a402-ce9b2ce4de9f	Traffic Rules	600x461 jpeg	Bildet viser et gangfelt med teksten «Foran» og «Bak». Hva er regelen for forbikjøring ved gangfelt?
52	10980076-66c0-467c-a7e1-b0bb7dfb06ac	Traffic Signs	525x320 jpeg	Hva betyr skiltet «Stans forbudt» (rundt skilt med rød kant og to røde kryss på blå bunn)?
53	10edb308-b20f-4322-bcd4-43920f481e7c	Traffic Signs	900x588 jpeg	Hva betyr de oransje skiltene over veien i dette bildet?
54	111ec7f1-c4c4-45eb-8788-eb2d3380fd22	Safety	600x503 jpeg	Hva bør du gjøre når du ser dette skiltet og skal kjøre inn i tunnelen?
55	116ae1b3-6c42-4d77-8f4a-f9d7b71446f9	Safety	536x417 jpeg	Du ser dette skiltet. Hvordan bør du tilpasse kjøringen din?
56	118c8ba4-e7da-490a-9d42-2119e366b4dc	Road Rules	600x400 jpeg	Hvilken forskjell er det mellom vanlige promillegrenser (§ 22) og pliktmessig avhold (§ 22b) for før
57	118e4f36-40db-497d-ad82-673918845940	Traffic Signs	600x600 jpeg	Hva varsler dette skiltet?
58	12ddf8c4-0595-4fed-96ae-71993e7f9c23	Traffic Signs	800x600 jpeg	Hvorfor brukes forskjellig form og farge på trafikkskilt?
59	13539031-daaf-424f-af23-f552af984de2	Driving Conditions	800x600 jpeg	Du kjører på en landevei som vist på bildet. Hvordan påvirker jevn fart uten unødvendige fartsvarias
60	1384c84f-54a4-44f0-8219-8de048049ed1	Right of Way	436x600 jpeg	Du kjører på veien med forkjørsrett (markert med gult skilt). Underskiltet viser at forkjørsveien sv
61	13bb6d86-91c3-4bfe-a0bd-646f41f56e9e	Road Rules	600x400 jpeg	Hva må du gjøre når du nærmer deg et gangfelt der fotgjengere venter?
62	13bf823d-a860-461c-9fa5-2ced57a88190	Traffic Signs	600x600 jpeg	Hvilken form og farge har norske fareskilt?
63	13dc1d2a-721d-460b-abb4-f8919d22a60d	Traffic Signs	800x535 jpeg	Hva betyr skiltet som vises på bildet med én pil oppover og to piler nedover?
64	147dac0a-2b32-4933-ad92-9e70102fe58f	Right of Way	600x337 jpeg	Du kjører bil B og skal svinge til høyre. Hvem har vikeplikt i denne situasjonen?
65	14ba2fdb-4b52-47b2-8464-aadc98863549	Road Rules	800x535 jpeg	Hva menes med begrepet 'kjørebane' i trafikkreglene?
66	15509082-9095-44d1-a31f-4809b4deafd8	Right of Way	600x415 jpeg	Hva betyr forkjørsrett?
67	1558e216-f379-429b-bf09-63f5679d8567	Situations	600x400 jpeg	Bildet viser en person som sitter på et kontor med solbriller. Når er det påbudt å bruke solbriller 
68	1689951b-4702-4338-954d-8cc71d3cc6ca	Right of Way	900x641 jpeg	Du kjører på denne veien og nærmer deg krysset som vises på underskilttet. Hvem har vikeplikt i dett
69	1726ce0b-13d2-433c-a370-a1a0641f8357	Road Rules	900x588 jpeg	Du kjører i felt A og skal til Gjøvik. Bilen i felt B begynner å skifte til ditt felt. Hvem har vike
70	178db8c0-3adf-41cf-ad29-13a79b181e59	Situations	475x347 jpeg	De røde stiplede linjene foran bilene C, D og E indikerer at disse bilene står parkert. Hva må bil A
71	17d9eeb8-6888-4b1e-85a9-689b8358961b	Situations	800x535 jpeg	Bildet viser en vei med fotgjengere på venstre side og et gangfelt foran. Du skal svinge til venstre
